id,ibge,municipio,uf,estado,planos_municipais,destinacao_final,tipo_destinacao,possui_coleta_seletiva,coleta_participa_catadores,possui_catadores_regularizados,realizam_compostagem,participam_consorcio
100131541,314610,OURO PRETO,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100131542,314620,OURO VERDE DE MINAS,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100131543,314625,PADRE CARVALHO,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Sim,Não,Não,Não,Sim
100131544,314630,PADRE PARAÍSO,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100131545,314655,PAI PEDRO,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100131546,314640,PAINEIRAS,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Sim,Não
100131547,314650,PAINS,MG,Minas Gerais,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100131548,314660,PAIVA,MG,Minas Gerais,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100131549,314670,PALMA,MG,Minas Gerais,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100131550,314675,PALMÓPOLIS,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131551,314690,PAPAGAIOS,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100131552,314710,PARÁ DE MINAS,MG,Minas Gerais,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100131553,314700,PARACATU,MG,Minas Gerais,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100131554,314720,PARAGUAÇU,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Sim,Não,Sim,Não,Não
100131555,314730,PARAISÓPOLIS,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Não,Sim,Sim,Não
100131556,314740,PARAOPEBA,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100131557,314760,PASSA QUATRO,MG,Minas Gerais,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100131558,314770,PASSA TEMPO,MG,Minas Gerais,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Não,Sim,Sim,Não
100131559,314780,PASSA-VINTE,MG,Minas Gerais,Não Iniciado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Não soube informar
100131560,314750,PASSABÉM,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131561,314790,PASSOS,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100131562,314795,PATIS,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100131563,314800,PATOS DE MINAS,MG,Minas Gerais,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100131564,314810,PATROCÍNIO,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100131565,314820,PATROCÍNIO DO MURIAÉ,MG,Minas Gerais,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100131566,314830,PAULA CÂNDIDO,MG,Minas Gerais,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100131567,314840,PAULISTAS,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131568,314850,PAVÃO,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131569,314860,PEÇANHA,MG,Minas Gerais,Em Elaboração,No próprio Município,Outro,Não,Nulo,Sim,Não,Não
100131570,314870,PEDRA AZUL,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131571,314875,PEDRA BONITA,MG,Minas Gerais,Em Elaboração,Em outro Município,Lixão,Não,Nulo,Não,Sim,Sim
100131572,314880,PEDRA DO ANTA,MG,Minas Gerais,Finalizado,Em outro Município,Outro,Não,Nulo,Não,Não,Sim
100131573,314890,PEDRA DO INDAIÁ,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Não,Sim,Não,Não
100131574,314900,PEDRA DOURADA,MG,Minas Gerais,Nulo,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131575,314910,PEDRALVA,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Sim,Não,Sim,Não,Não
100131576,314915,PEDRAS DE MARIA DA CRUZ,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100131577,314920,PEDRINÓPOLIS,MG,Minas Gerais,Finalizado,Nulo,Nulo,Não,,Não,Não,Sim
100131578,314930,PEDRO LEOPOLDO,MG,Minas Gerais,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100131579,314940,PEDRO TEIXEIRA,MG,Minas Gerais,Finalizado,Em outro Município,Nulo,Não,,Nulo,Não,Sim
100131580,314950,PEQUERI,MG,Minas Gerais,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100131581,314960,PEQUI,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,,Nulo,Não,Em processo
100131582,314970,PERDIGÃO,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100131583,314980,PERDIZES,MG,Minas Gerais,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100131584,314990,PERDÕES,MG,Minas Gerais,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100131585,314995,PERIQUITO,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Sim,Não
100131586,315000,PESCADOR,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100131587,315010,PIAU,MG,Minas Gerais,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Não,Sim,Não
100131588,315015,PIEDADE DE CARATINGA,MG,Minas Gerais,Não Iniciado,No próprio Município,Aterro Sanitário,Não,Nulo,Não,Sim,Não
100131589,315020,PIEDADE DE PONTE NOVA,MG,Minas Gerais,Em Elaboração,No próprio Município,Outro,Não,Nulo,Sim,Não,Não
100131590,315030,PIEDADE DO RIO GRANDE,MG,Minas Gerais,Em Elaboração,Em outro Município,Lixão,Sim,Não,Não,Não,Sim
100131591,315040,PIEDADE DOS GERAIS,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Sim,Não
100131592,315050,PIMENTA,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Sim
100131593,315053,PINGO D´ÁGUA,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,,Nulo,Sim,Não
100131594,315057,PINTÓPOLIS,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100131595,315060,PIRACEMA,MG,Minas Gerais,Não Iniciado,No próprio Município,Outro,Não,Nulo,Sim,Sim,Não
100131596,315070,PIRAJUBA,MG,Minas Gerais,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100131597,315080,PIRANGA,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Sim,Não,Não,Sim,Não
100131598,315090,PIRANGUÇU,MG,Minas Gerais,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100131599,315100,PIRANGUINHO,MG,Minas Gerais,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100131600,315110,PIRAPETINGA,MG,Minas Gerais,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100131601,315120,PIRAPORA,MG,Minas Gerais,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100131602,315130,PIRAÚBA,MG,Minas Gerais,Finalizado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Não
100131603,315140,PITANGUI,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Sim
100131604,315150,PIUMHI,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100131605,315160,PLANURA,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100131606,315170,POÇO FUNDO,MG,Minas Gerais,Não Iniciado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100131607,315180,POÇOS DE CALDAS,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100131608,315190,POCRANE,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131609,315200,POMPÉU,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100131610,315210,PONTE NOVA,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100131611,315213,PONTO CHIQUE,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Sim,Sim,Sim,Não,Sim
100131612,315217,PONTO DOS VOLANTES,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Sim,,Nulo,Não,Em processo
100131613,315220,PORTEIRINHA,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100131614,315230,PORTO FIRME,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Sim,Não,Sim,Sim,Não
100131615,315240,POTÉ,MG,Minas Gerais,Não Iniciado,No próprio Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100131616,315250,POUSO ALEGRE,MG,Minas Gerais,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100131617,315260,POUSO ALTO,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100131618,315270,PRADOS,MG,Minas Gerais,Em Elaboração,No próprio Município,Outro,Não,Nulo,Sim,Sim,Sim
100131619,315280,PRATA,MG,Minas Gerais,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100131620,315290,PRATÁPOLIS,MG,Minas Gerais,Não Iniciado,No próprio Município,Aterro Sanitário,Sim,Não,Sim,Sim,Não
100131621,315300,PRATINHA,MG,Minas Gerais,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100131622,315310,PRESIDENTE BERNARDES,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100131623,315320,PRESIDENTE JUSCELINO,MG,Minas Gerais,Não Iniciado,No próprio Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100131624,315330,PRESIDENTE KUBITSCHEK,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Sim,Sim
100131625,315340,PRESIDENTE OLEGÁRIO,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Sim,Não,Sim,Não,Não
100131626,315360,PRUDENTE DE MORAIS,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100131627,315370,QUARTEL GERAL,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100131628,315380,QUELUZITO,MG,Minas Gerais,Finalizado,Em outro Município,Lixão,Não,Nulo,Não,Sim,Sim
100131629,315390,RAPOSOS,MG,Minas Gerais,Não Iniciado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Não
100131630,315400,RAUL SOARES,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Sim,Não,Não,Sim,Não
100131631,315410,RECREIO,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100131632,315415,REDUTO,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Sim,Não,Não,Sim,Não
100131633,315420,RESENDE COSTA,MG,Minas Gerais,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100131634,315430,RESPLENDOR,MG,Minas Gerais,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Sim,Não
100131635,315440,RESSAQUINHA,MG,Minas Gerais,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100131636,315445,RIACHINHO,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131637,315450,RIACHO DOS MACHADOS,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,,Nulo,Não,Não
100131638,315460,RIBEIRÃO DAS NEVES,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Sim
100131639,315470,RIBEIRÃO VERMELHO,MG,Minas Gerais,Não Iniciado,Em outro Município,Lixão,Sim,Não,Sim,Não,Sim
100131640,315480,RIO ACIMA,MG,Minas Gerais,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100131641,315490,RIO CASCA,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100131642,315510,RIO DO PRADO,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Sim,Não
100131643,315500,RIO DOCE,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Sim,Sim
100131644,315520,RIO ESPERA,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não soube informar,Nulo,Não,Sim,Não
100131645,315530,RIO MANSO,MG,Minas Gerais,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100131646,315540,RIO NOVO,MG,Minas Gerais,Em Elaboração,Não soube informar,Outro,Não,Nulo,Não,Não,Sim
100131647,315550,RIO PARANAÍBA,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100131648,315560,RIO PARDO DE MINAS,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Sim
100131649,315570,RIO PIRACICABA,MG,Minas Gerais,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100131650,315580,RIO POMBA,MG,Minas Gerais,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100131651,315590,RIO PRETO,MG,Minas Gerais,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Sim,Não
100131652,315600,RIO VERMELHO,MG,Minas Gerais,Finalizado,No próprio Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100131653,315610,RITÁPOLIS,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100131654,315620,ROCHEDO DE MINAS,MG,Minas Gerais,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100131655,315630,RODEIRO,MG,Minas Gerais,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100131656,315640,ROMARIA,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Sim
100131657,315645,ROSÁRIO DA LIMEIRA,MG,Minas Gerais,Não Iniciado,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Sim,Não
100131658,315650,RUBELITA,MG,Minas Gerais,Em Elaboração,No próprio Município,Outro,Não,Nulo,Sim,Sim,Sim
100131659,315660,RUBIM,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Sim,,Sim,Não,Em processo
100131660,315670,SABARÁ,MG,Minas Gerais,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100131661,315680,SABINÓPOLIS,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131662,315690,SACRAMENTO,MG,Minas Gerais,Não Iniciado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100131663,315700,SALINAS,MG,Minas Gerais,Finalizado,Em outro Município,Lixão,Sim,Sim,Sim,Não,Sim
100131664,315710,SALTO DA DIVISA,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100131665,315720,SANTA BÁRBARA,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100131666,315725,SANTA BÁRBARA DO LESTE,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Não
100131667,315727,SANTA BÁRBARA DO MONTE VERDE,MG,Minas Gerais,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100131668,315730,SANTA BÁRBARA DO TUGÚRIO,MG,Minas Gerais,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Sim
100131669,315733,SANTA CRUZ DE MINAS,MG,Minas Gerais,Em Elaboração,Em outro Município,Lixão,Não,Nulo,Sim,Não,Sim
100131670,315737,SANTA CRUZ DE SALINAS,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,,Nulo,Sim,Sim
100131671,315740,SANTA CRUZ DO ESCALVADO,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Sim,Sim
100131672,315750,SANTA EFIGÊNIA DE MINAS,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Sim,Não
100131673,315760,SANTA FÉ DE MINAS,MG,Minas Gerais,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100131674,315765,SANTA HELENA DE MINAS,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Sim,Não,Não,Sim,Sim
100131675,315770,SANTA JULIANA,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100131676,315780,SANTA LUZIA,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,,Não,Não,Sim
100131677,315790,SANTA MARGARIDA,MG,Minas Gerais,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Sim,Não
100131678,315800,SANTA MARIA DE ITABIRA,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Sim,Não,Não,Sim,Não
100131679,315810,SANTA MARIA DO SALTO,MG,Minas Gerais,Não Iniciado,Em outro Município,Lixão,Não,Nulo,Não,Não,Não
100131680,315820,SANTA MARIA DO SUAÇUÍ,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,,Nulo,Não,Em processo
100131681,315920,SANTA RITA DE CALDAS,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100131682,315940,SANTA RITA DE IBITIPOCA,MG,Minas Gerais,Não Iniciado,Em outro Município,Lixão,Sim,Não,Não,Não,Não
100131683,315930,SANTA RITA DE JACUTINGA,MG,Minas Gerais,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100131684,315935,SANTA RITA DE MINAS,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,,Não,Sim,Não
100131685,315950,SANTA RITA DO ITUETO,MG,Minas Gerais,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Não,Não,Sim,Não
100131686,315960,SANTA RITA DO SAPUCAÍ,MG,Minas Gerais,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100131687,315970,SANTA ROSA DA SERRA,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,,Nulo,Não,Não
100131688,315980,SANTA VITÓRIA,MG,Minas Gerais,Finalizado,No próprio Município,Aterro Sanitário,Sim,Não,Sim,Não,Sim
100131689,315830,SANTANA DA VARGEM,MG,Minas Gerais,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100131690,315840,SANTANA DE CATAGUASES,MG,Minas Gerais,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100131691,315850,SANTANA DE PIRAPAMA,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100131692,315860,SANTANA DO DESERTO,MG,Minas Gerais,Em Elaboração,Em outro Município,Lixão,Sim,Sim,Não,Não,Não
100131693,315870,SANTANA DO GARAMBÉU,MG,Minas Gerais,Não Iniciado,Em outro Município,Lixão,Não,Nulo,Não,Não,Não
100131694,315880,SANTANA DO JACARÉ,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100131695,315890,SANTANA DO MANHUAÇU,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,,Sim,Sim,Não
100131696,315895,SANTANA DO PARAÍSO,MG,Minas Gerais,Não Iniciado,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100131697,315900,SANTANA DO RIACHO,MG,Minas Gerais,Não soube informar,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Sim
100131698,315910,SANTANA DOS MONTES,MG,Minas Gerais,Nulo,Em outro Município,Lixão,Não,Nulo,Não,Sim,Sim
100131699,315990,SANTO ANTÔNIO DO AMPARO,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100131700,316000,SANTO ANTÔNIO DO AVENTUREIRO,MG,Minas Gerais,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100131701,316010,SANTO ANTÔNIO DO GRAMA,MG,Minas Gerais,Finalizado,No próprio Município,Aterro Sanitário,Não,,Não,Sim,Não
100131702,316020,SANTO ANTÔNIO DO ITAMBÉ,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100131703,316030,SANTO ANTÔNIO DO JACINTO,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Sim
100131704,316040,SANTO ANTÔNIO DO MONTE,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Sim
100131705,316045,SANTO ANTÔNIO DO RETIRO,MG,Minas Gerais,Finalizado,No próprio Município,Aterro Sanitário,Sim,Não,Não,Sim,Não
100131706,316050,SANTO ANTÔNIO DO RIO ABAIXO,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Não,Não,Sim,Não
100131707,316060,SANTO HIPÓLITO,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100131708,316070,SANTOS DUMONT,MG,Minas Gerais,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100131709,316080,SÃO BENTO ABADE,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131710,316090,SÃO BRÁS DO SUAÇUÍ,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Sim,Não,Não,Sim,Não
100131711,316095,SÃO DOMINGOS DAS DORES,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100131712,316100,SÃO DOMINGOS DO PRATA,MG,Minas Gerais,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100131713,316105,SÃO FÉLIX DE MINAS,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131714,316110,SÃO FRANCISCO,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,,Nulo,Não,Em processo
100131715,316120,SÃO FRANCISCO DE PAULA,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não soube informar
100131716,316130,SÃO FRANCISCO DE SALES,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131717,316140,SÃO FRANCISCO DO GLÓRIA,MG,Minas Gerais,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100131718,316150,SÃO GERALDO,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Sim,Não
100131719,316160,SÃO GERALDO DA PIEDADE,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131720,316165,SÃO GERALDO DO BAIXIO,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100131721,316170,SÃO GONÇALO DO ABAETÉ,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Não
100131722,316180,SÃO GONÇALO DO PARÁ,MG,Minas Gerais,Em Elaboração,No próprio Município,Outro,Sim,Sim,Sim,Não,Sim
100131723,316190,SÃO GONÇALO DO RIO ABAIXO,MG,Minas Gerais,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Não,Não,Sim,Não
100131724,312550,SÃO GONÇALO DO RIO PRETO,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100131725,316200,SÃO GONÇALO DO SAPUCAÍ,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não soube informar
100131726,316210,SÃO GOTARDO,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100131727,316220,SÃO JOÃO BATISTA DO GLÓRIA,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Não,Sim,Sim,Não
100131728,316225,SÃO JOÃO DA LAGOA,MG,Minas Gerais,Finalizado,No próprio Município,Aterro Sanitário,Sim,Não,Não,Sim,Sim
100131729,316230,SÃO JOÃO DA MATA,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Sim,Não,Não,Não,Sim
100131730,316240,SÃO JOÃO DA PONTE,MG,Minas Gerais,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100131731,316245,SÃO JOÃO DAS MISSÕES,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100131732,316250,SÃO JOÃO DEL REI,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,,Sim,Não,Não
100131733,316255,SÃO JOÃO DO MANHUAÇU,MG,Minas Gerais,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100131734,316257,SÃO JOÃO DO MANTENINHA,MG,Minas Gerais,Não Iniciado,No próprio Município,Aterro Sanitário,Não,,Não,Não,Sim
100131735,316260,SÃO JOÃO DO ORIENTE,MG,Minas Gerais,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100131736,316265,SÃO JOÃO DO PACUÍ,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Sim,Sim,Não,Sim,Sim
100131737,316270,SÃO JOÃO DO PARAÍSO,MG,Minas Gerais,Finalizado,No próprio Município,Aterro Sanitário,Sim,Não,Não,Não,Sim
100131738,316280,SÃO JOÃO EVANGELISTA,MG,Minas Gerais,Finalizado,No próprio Município,Outro,Não,Nulo,Não,Sim,Não
100131739,316290,SÃO JOÃO NEPOMUCENO,MG,Minas Gerais,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Nulo
100131740,316292,SÃO JOAQUIM DE BICAS,MG,Minas Gerais,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Sim,Não
